id,İl,İlçe,Mahalle,mahalleid,Ada,Parsel,tapuzeminref,tapualan,Toplam Alan(m2),Toki Hissesi(m2),İmar Durumu,Açıklama,Satış Birim Bedeli,Muhammen Bedel,Satış Bedeli,parselgeom
202,ANKARA,SİNCAN,PINARBAŞI,123350,463,3,140736452,385.34,385.34,385.34,KONUT ALANI,"Ayrık Nizam 5 Kat TAKS:0,40 KAKS:2,00",37000,14257580,,"POLYGON ((32.575752689946 39.947173784196, 32.5759123602255 39.9475811785847, 32.5757075538742 39.9475672815689, 32.575752689946 39.947173784196))"
203,ANKARA,SİNCAN,TATLAR,123357,109,6,140723524,1050.08,1050.08,1050.08,KONUT ALANI," E:0,60, Yençok: 6,50 m
Taşınmazın bulunduğu bölgede yürürlükteki imar
planları ile parselasyon planı arasında uyumsuzluk bulunmakta olup, parselasyon planının yürürlüğe girmesinin ardından yapılaşabilecektir.",2200,2310176,4100000,"POLYGON ((32.4724508875392 39.9064102819061, 32.47279225978 39.9063476196413, 32.4728811178798 39.9066553177357, 32.4725398611273 39.9067179807812, 32.4724508875392 39.9064102819061))"
204,ANKARA,SİNCAN,TATLAR,123357,110,6,140713987,1050.18,1050.18,1050.18,KONUT ALANI," E:0,60, Yençok: 6,50 m
Taşınmazın bulunduğu bölgede yürürlükteki imar
planları ile parselasyon planı arasında uyumsuzluk bulunmakta olup, parselasyon planının yürürlüğe girmesinin ardından yapılaşabilecektir.
Taşınmazın 80 m² alana sahip muhtarlık binası olarak kullanılan betonarme yapı ve yaklaşık 50 m² alana sahip atıl durumda bulunan betonarme yapı bulunmaktadır.",2200,2310396,4600000,"POLYGON ((32.4732473440864 39.9062640380103, 32.4733362034325 39.9065718258327, 32.472994948185 39.9066344001641, 32.4729059726612 39.9063267016211, 32.4732473440864 39.9062640380103))"
205,ANKARA,SİNCAN,TEMELLİ/GAZİ,204979,38,26,140724103,539.95,539.95,539.95,KONUT ALANI,"Ayrık Nizam 5 Kat TAKS:0,35 KAKS:1.75
Taşınmaz tek başına yapılaşamayacak olup, tevhid şartı bulunmaktadır.",7300,3941635,,"POLYGON ((32.3525382147126 39.7315299873235, 32.3524841970995 39.7317680868967, 32.3524157075171 39.7317311442882, 32.3523822192646 39.7316993859805, 32.3523807174531 39.7316846950932, 32.3523768761167 39.7316471186852, 32.3525028635269 39.7312477833566, 32.3525977481249 39.7312757969241, 32.3525382147126 39.7315299873235))"
206,ANKARA,SİNCAN,TEMELLİ/GAZİ,204979,222,14,140723799,849.04,849.04,849.04,KONUT ALANI,"Ayrık Nizam 2 Kat TAKS:0,15 KAKS:0.30",2750,2334860,,"POLYGON ((32.3499628914756 39.748687728983, 32.3506794893596 39.7485416041364, 32.3507298707668 39.7485689053642, 32.3507217481549 39.7487382709092, 32.3503139560869 39.7487266215946, 32.3499401076571 39.7487159716006, 32.3499628914756 39.748687728983))"
207,ANKARA,SİNCAN,TEMELLİ/HÜRRİYET,181632,462,10,140723667,625.03,625.03,625.03,KONUT ALANI,"Ayrık Nizam 3 Kat TAKS:0,25 KAKS:0.75",4000,2500120,,"POLYGON ((32.371900704601 39.7193811644358, 32.3716642536142 39.7193993404893, 32.3716284008716 39.7191215653522, 32.3718599495798 39.7191037231356, 32.371900704601 39.7193811644358))"
208,ANKARA,SİNCAN,TEMELLİ/HÜRRİYET,181632,103512,1,140723890,2108.57,2108.57,2108.57,KONUT ALANI,"Ayrık Nizam 3 Kat TAKS:0,30 KAKS:0.90",4100,8645137,,"POLYGON ((32.379403589755 39.7173703759768, 32.3793519292546 39.7173538345724, 32.3792328619688 39.7170297354944, 32.3792447714953 39.7170079673667, 32.3792710707906 39.7169638708583, 32.3796055875497 39.71682447734, 32.37968099613 39.7168414633418, 32.379882044818 39.7171158864387, 32.379860649006 39.7171739544208, 32.379403589755 39.7173703759768))"
209,ANKARA,SİNCAN,TEMELLİ/İSTİKLAL,181634,55,17,140713700,877.78,877.78,877.78,TİCARET ALANI,"Ayrık Nizam 5 Kat TAKS:0,35 KAKS:1.75",10000,8777800,,"POLYGON ((32.363011676351 39.7316190210627, 32.3627637231934 39.7315431125913, 32.3626141752104 39.7314985244959, 32.362578495788 39.7314781366026, 32.3623089238136 39.7313303245862, 32.3623090225973 39.7313302176464, 32.362433768735 39.7312809852087, 32.363066287019 39.7315028664858, 32.363070451083 39.7315573787878, 32.363011676351 39.7316190210627))"
210,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,259,2,140723947,414.49,414.49,414.49,TİCARET ALANI,"E:0.75
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",4250,1761582.5,4550000,"POLYGON ((32.3724173468291 39.7883148574533, 32.372555269798 39.7882395599051, 32.3725837559151 39.7883066636595, 32.372642404308 39.7883762557405, 32.3726845011221 39.7884189833828, 32.3727293179613 39.78844952259, 32.3727066381897 39.7885399073504, 32.3726901335417 39.7886028430164, 32.3724173468291 39.7883148574533))"
211,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103513,1,140722959,738.46,738.46,738.46,KONUT DIŞI KENTSEL ÇALIŞMA ALANI,"E:0.50, Yençok:3 Kat
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",3850,2843071,,"POLYGON ((32.3650862242256 39.7949168614598, 32.3657677696221 39.7945413025138, 32.3657330489513 39.7947045368015, 32.3656753574424 39.7947369885561, 32.3654372362812 39.7948634962098, 32.3653345141939 39.7949135127224, 32.3652918116834 39.7949324961514, 32.3650862242256 39.7949168614598))"
212,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103514,1,140712419,1278.75,1278.75,1278.75,KONUT DIŞI KENTSEL ÇALIŞMA ALANI,"E:0.50, Yençok:3 Kat
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",3750,4795312.5,,"POLYGON ((32.3661737096941 39.7942996906766, 32.3675152304622 39.7935159765313, 32.3671595488158 39.7938006589212, 32.3670369574322 39.7938720558326, 32.3668789120738 39.7939597775656, 32.3668025635587 39.7941175382762, 32.3664117385085 39.7943311124512, 32.3661737096941 39.7942996906766))"
213,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103515,1,140724090,446.72,446.72,446.72,KÜÇÜK SANAYİ ALANI,"Blok Nizam, 2 Kat
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",3650,1630528,,"POLYGON ((32.3653624338951 39.7922301188148, 32.3653351906282 39.7922003970636, 32.3653407747526 39.7921752907141, 32.3663070481469 39.7916482043057, 32.366325483949 39.7916672235798, 32.3653624338951 39.7922301188148))"
214,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103516,1,140716202,281.87,281.87,281.87,KONUT DIŞI KENTSEL ÇALIŞMA ALANI,"E:0.50, Yençok:3 Kat
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",3900,1099293,1099293,"POLYGON ((32.362034533486 39.7957157429738, 32.362013454891 39.7957098632447, 32.36199829599 39.7956950996458, 32.362001826524 39.7956667488357, 32.362241081202 39.7955376483348, 32.362335598194 39.7956449825748, 32.362338197137 39.7956543634868, 32.362034533486 39.7957157429738))"
215,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103517,1,140723888,1414.72,1414.72,1414.72,TİCARET ALANI,"E:0.75
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",4150,5871088,,"POLYGON ((32.3728535980314 39.7870067571615, 32.3728444751614 39.7869968138396, 32.372939128191 39.7869451578588, 32.37303652788 39.7868378760418, 32.373043542287 39.7867981054627, 32.373019065867 39.7867422237677, 32.372702392246 39.7864024151717, 32.372702931812 39.7863944023657, 32.37271734151 39.7863759268468, 32.372746889943 39.7863615858608, 32.373128410385 39.7863600401547, 32.373197408113 39.7863982389817, 32.3732155156482 39.7864491692831, 32.3732003379002 39.7865171311872, 32.3731239305666 39.7868592594875, 32.3728535980314 39.7870067571615))"
216,ANKARA,SİNCAN,TEMELLİ/MALIKÖY,44387,103518,1,140723896,331.96,331.96,331.96,KONUT DIŞI KENTSEL ÇALIŞMA ALANI,"E:0.50, Yençok:3 Kat
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",3900,1294644,1294644,"POLYGON ((32.372139228473 39.7898682207418, 32.372008502433 39.7897237704818, 32.372297565082 39.7895697037058, 32.372302817216 39.7895827013888, 32.372213604018 39.7897645989367, 32.372139228473 39.7898682207418))"
217,ANKARA,SİNCAN,YENİKENT/ÇOĞLU,123335,11,5,140723444,262.83,262.83,262.83,KONUT ALANI,"Ayrık Nizam 2 Kat, TAKS: 0,25 ve KAKS (Emsal): 0,50
Taşınmazın yapılaşma iznine ilişkin olarak ilgili Belediyesi ile görüşülmesi gerekmektedir.",7000,1839810,2800000,"POLYGON ((32.5415414672082 40.0112450001022, 32.5417597601751 40.0111578802191, 32.5418968565687 40.0113571680923, 32.5415414672082 40.0112450001022))"
218,ANKARA,SİNCAN,YENİKENT/MUSTAFAKEMAL,204980,563,12,140718803,682.58,682.58,682.58,KONUT ALANI,"Ayrık Nizam 5 Kat TAKS:0,35 KAKS:1.75 ",28000,19112240,40200000,"POLYGON ((32.5163398243197 40.0017977181874, 32.5165020001687 40.0016672120292, 32.5167962508654 40.0018260333027, 32.5165916619123 40.0019882159737, 32.5163398243197 40.0017977181874))"
219,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16759,128,140550166,7637.62,7637.62,7637.62,TOPLU İŞYERİ ALANI,"E:1,00 Yençok: 2 Kat
18.madde uygulamasına tabidir.",12250,93560845,,"POLYGON ((30.5766592678948 39.7593707038539, 30.5774814507069 39.7595351333584, 30.577645379494 39.7598040793527, 30.577366078109 39.7603990866757, 30.576393884897 39.7599798030698, 30.5766592678948 39.7593707038539))"
220,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16759,129,140549199,7300.32,7300.32,7300.32,TOPLU İŞYERİ ALANI,"E:1,00 Yençok: 2 Kat
18.madde uygulamasına tabidir.",12250,89428920,,"POLYGON ((30.5777746422572 39.7595286413962, 30.5775254296432 39.7594788023794, 30.576991015317 39.7586092007397, 30.577068531993 39.7584312974377, 30.5770837348324 39.7583898259766, 30.577094231767 39.7583926218818, 30.5773149315566 39.7584509206969, 30.5786823272273 39.7588241404101, 30.5786925623901 39.7588285761379, 30.5787003445083 39.7588353341632, 30.578704802146 39.7588436953678, 30.5787054361451 39.7588527234817, 30.5787017981191 39.7588772182079, 30.578150881765 39.7587268181138, 30.5777746422572 39.7595286413962))"
221,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16759,130,140549302,2449.89,2449.89,2449.89,TOPLU İŞYERİ ALANI,"E:1,00 Yençok: 2 Kat
18.madde uygulamasına tabidir.",13300,32583537,,"POLYGON ((30.5766853686701 39.7593107975186, 30.57696021527 39.7586799647328, 30.5774362445266 39.7594609664629, 30.5766853686701 39.7593107975186))"
222,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16759,131,140549118,129.86,129.86,129.86,TOPLU İŞYERİ ALANI,"E:1,00 Yençok: 2 Kat
18.madde uygulamasına tabidir.",14000,1818040,,"POLYGON ((30.5775710883806 39.7595530973565, 30.5777466882577 39.7595882148116, 30.57768000528 39.7597303240107, 30.5775710883806 39.7595530973565))"
223,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16795,102,140549236,1030.31,1030.31,1030.31,"TİCARET+KONUT ALANI + 
KONUT ALANI","E:2,00 Yençok:8 Kat
18.madde uygulamasına tabidir.",11550,11900080.5,,"POLYGON ((30.5793790005029 39.7557153528425, 30.5790486116818 39.7556439930012, 30.5788062153724 39.7552468961979, 30.578920835514 39.7552036060108, 30.579140214467 39.7556120945118, 30.5791603943156 39.7556055108546, 30.579323945913 39.7555521522958, 30.57950675662 39.7554925100798, 30.579535287516 39.7555467466748, 30.579576782773 39.7556258547972, 30.5793790005029 39.7557153528425))"
224,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16795,103,140551853,171.72,171.72,171.72,KONUT ALANI,"E:2,00 Yençok:8 Kat
18.madde uygulamasına tabidir.",10150,1742958,1742958,"POLYGON ((30.5777020423656 39.7556115436536, 30.577875620184 39.7555291731457, 30.577873118674 39.7555381508338, 30.577817142115 39.7557390449367, 30.57778165334 39.7557493637058, 30.577740823105 39.7556662524458, 30.577717771391 39.7556274818838, 30.5777020423656 39.7556115436536))"
225,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16795,104,140549646,1245.77,1245.77,1245.77,KONUT ALANI,"E:1,20 Yençok:4 Kat
18.madde uygulamasına tabidir.",8400,10464468,10464468,"POLYGON ((30.5775979778113 39.7555340585002, 30.577587873568 39.7555284792107, 30.577730877823 39.7552464587737, 30.577806617654 39.7550520818458, 30.578016470979 39.7551138122917, 30.578178949155 39.7551615480868, 30.578214922313 39.7552353122228, 30.5782172923518 39.7552401641577, 30.5775979778113 39.7555340585002))"
226,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16795,105,140560224,188.49,188.49,188.49,KONUT ALANI,"E:2,00 Yençok:8 Kat
18.madde uygulamasına tabidir.",10150,1913173.5,1913173.5,"POLYGON ((30.5780579242007 39.7554426611732, 30.5782676022757 39.7553431582807, 30.578268465143 39.7553449247338, 30.578321890708 39.7554544477367, 30.578342430188 39.7554965858617, 30.57807051774 39.7554450481437, 30.5780579242007 39.7554426611732))"
227,ESKİŞEHİR,ODUNPAZARI,71 EVLER,205815,16797,12,140549209,91.48,91.48,91.48,KONUT ALANI,"E:2,00 Yençok:8 Kat
18.madde uygulamasına tabidir.",10150,928522,1300000,"POLYGON ((30.5799764959252 39.7548598616042, 30.580030823333 39.7549577752967, 30.579897594212 39.7549471760727, 30.5798682967492 39.7548939577227, 30.5799764959252 39.7548598616042))"
228,ESKİŞEHİR,ODUNPAZARI,EMEK,205818,17266,23,140552539,529.99,529.99,529.99,KONUT ALANI," Ayrık Nizam, 4 kat E:1,20",12000,6359880,14200000,"POLYGON ((30.566327580511 39.7566737155848, 30.566309299084 39.7566927184238, 30.566210241667 39.7568367652368, 30.566174686793 39.7568696322548, 30.5659964834677 39.7566970406807, 30.566171837277 39.7565358459368, 30.566262246784 39.7566182841198, 30.566327580511 39.7566737155848))"
229,KARAMAN,MERKEZ,AKÇAŞEHİR,126345,192,2,140257379,1256.62,1256.62,1256.62,KONUT ALANI,"Ayrık Nizam, 2 Kat, TAKS: 0.25, KAKS(E): 0.50
Doğu yönde kapanan yolun (~373m2) taşınmaz ile tevhidi yapılacaktır.",1250,1570775,1570775,"POLYGON ((33.49972293867 37.437062005093, 33.499720986602 37.43751525191, 33.499428871091 37.437506201359, 33.499435783945 37.43714383724, 33.499468526014 37.437079880314, 33.499520820819 37.437059425438, 33.49972293867 37.437062005093))"
230,KARAMAN,MERKEZ,KIRBAĞI,126321,5707,1,140254739,1042.76,1042.76,1042.76,KONUT ALANI,"Yençok: 21,50m, KAKS(E): 1,00
18.madde uygulamasına tabidir.",5225,5448421,11400000,"POLYGON ((33.273479213209 37.158553633187, 33.273678040316 37.158879822894, 33.273559160783 37.159053385395, 33.273286485749 37.159078366783, 33.273479213209 37.158553633187))"
231,KARAMAN,MERKEZ,MEHMETBEY,126327,1175,115,140254527,383.22,383.22,383.22,KONUT ALANI,"Ayrık Nizam, 3 Kat, TAKS: 0.30, KAKS(E): 0.90",12250,4694445,,"POLYGON ((33.212781378242 37.17417164704, 33.213120713052 37.174194825049, 33.21311461086 37.174307377689, 33.212795381139 37.174287079312, 33.212767040594 37.174258248157, 33.212781378242 37.17417164704))"
232,KARAMAN,MERKEZ,YENİŞEHİR,126332,4399,234,140254718,2326.69,2326.69,2326.69,KONUT+TİCARET ALANI,"Ayrık Nizam, 3 Kat, TAKS: 0.30, KAKS(E): 0.90",8000,18613520,22400000,"POLYGON ((33.219755849018 37.197071957645, 33.220092615044 37.196977426746, 33.220148463186 37.197002823481, 33.220318906588 37.197516929773, 33.220278866458 37.197574797303, 33.219970521114 37.197650123792, 33.219914446002 37.197501013934, 33.219862555881 37.197357843213, 33.219809088799 37.197214585286, 33.219755849018 37.197071957645))"
233,KARAMAN,MERKEZ,YENİŞEHİR,126332,4457,16,140254593,326.03,326.03,326.03,KONUT ALANI,"Ayrık Nizam, 3 Kat, TAKS: 0.30, KAKS(E): 0.90",7500,2445225,5500000,"POLYGON ((33.224609374371 37.197247721504, 33.224560859608 37.197166940798, 33.22458676742 37.197110755767, 33.22477286447 37.197044395256, 33.224843998019 37.197166150005, 33.224609374371 37.197247721504))"
234,KARAMAN,MERKEZ,YENİŞEHİR,126332,4458,16,140255758,901.29,901.29,901.29,KONUT ALANI,"Ayrık Nizam, 3 Kat, TAKS: 0.30, KAKS(E): 0.90",7200,6489288,6489288,"POLYGON ((33.223863395553 37.197519829279, 33.223811700462 37.197433564003, 33.223837179252 37.197378047935, 33.224360396577 37.197191476995, 33.224439688651 37.197214875358, 33.224488088029 37.197295359788, 33.224181374828 37.197405565794, 33.223863395553 37.197519829279))"
235,KAYSERİ,HACILAR,ARMUTLUK,132793,3913,7,140539754,431.61,431.61,431.61,KONUT ALANI,"Ayrık Nizam 3 Katlı Taks=0.30 Kaks=0.90
Taşınmazın yaklaşık 250 m² yoldan ihdası bulunmaktadır.",6500,2805465,,"POLYGON ((35.4644426507041 38.6517232921021, 35.4644196616825 38.6518244337778, 35.4640464595245 38.651759112136, 35.4640126894623 38.6517162928951, 35.4640324832882 38.6516537988771, 35.4640511470433 38.6516450294344, 35.4644426507041 38.6517232921021))"
236,KAYSERİ,HACILAR,ERCİYES,23777,3886,59,140538461,694.71,694.71,694.71,KONUT ALANI,"Ayrık Nizam 3 Katlı Taks=0.30 Kaks=0.90
18.madde uygulamasına tabidir.",3400,2362014,3600000,"POLYGON ((35.466482163617 38.6703528181714, 35.4665562933228 38.6706569366062, 35.4664298750664 38.6706936671657, 35.4663786539689 38.6705481270256, 35.4662815863604 38.670576041078, 35.4661793307489 38.6706012169456, 35.4661588993441 38.6704747581002, 35.4662982399073 38.6704184076122, 35.4663804956347 38.6703937744965, 35.466482163617 38.6703528181714))"
237,KAYSERİ,HACILAR,HACILAR,171446,159,6,140537599,1399.74,1399.74,1399.74,KONUT ALANI,"Ayrık Nizam 3 Katlı Taks=0.40 Kaks=1.20
Taşınmazın 159 Ada 5 parsel numaralı
taşınmaz ile tevhit şartı bulunmaktadır.",5000,6998700,,"POLYGON ((35.456390694389 38.647413028765, 35.4567660361067 38.6470809839492, 35.4570181904457 38.6472562580223, 35.4566510430599 38.6475825756784, 35.4566467032305 38.6475526717897, 35.456390694389 38.647413028765))"
238,KAYSERİ,KOCASİNAN,OYMAAĞAÇ,126287,5759,4,140537327,1148.96,1148.96,1148.96,KONUT ALANI,Ayrık Nizam 2 Katlı Taks=0.15 Kaks=0.30 ,4500,5170320,,"POLYGON ((35.3812944080424 38.7814141438988, 35.3815070428616 38.7811787057225, 35.3818298570543 38.7813791250585, 35.3815740258544 38.7816192004945, 35.3812944080424 38.7814141438988))"
239,KONYA,KADINHANI,TEPEBAŞI,23130,371,20,140751028,996.64,996.64,996.64,KONUT ALANI,"Ayrık Nizam 4 Kat , TAKS:0,25, E:1.00
18.madde uygulamasına tabidir.",3600,3587904,,"POLYGON ((32.2235042553362 38.2404749135349, 32.2235481233735 38.2404844706598, 32.223415021273 38.2405615683884, 32.2233822996007 38.2405784285471, 32.2233476719208 38.2405927260019, 32.2233114598941 38.2406043279417, 32.2232739998988 38.2406131265944, 32.2232592631381 38.240615398437, 32.2231275270894 38.2406197269891, 32.2231187451597 38.240619058493, 32.2230388111605 38.2406037944637, 32.2229668968261 38.2405880588056, 32.2229210977846 38.2405352246294, 32.222951978383 38.2403544015672, 32.2229789926915 38.2403603326969, 32.2230836110792 38.2403831229403, 32.2231886863831 38.2404060031707, 32.2232415666973 38.2404175333299, 32.2232938759665 38.2404289733857, 32.2233983803428 38.2404517633501, 32.2234512607247 38.2404632934154, 32.2235042553362 38.2404749135349))"
240,KONYA,KADINHANI,TEPEBAŞI,23130,371,21,140751257,1121.69,1121.69,1121.69,KONUT ALANI,"Ayrık Nizam 4 Kat , TAKS:0,25, E:1.00
18.madde uygulamasına tabidir.",3600,4038084,5400000,"POLYGON ((32.222766558181 38.2403139412078, 32.2228408757714 38.2403301539857, 32.222809493557 38.2405139126806, 32.2227571137577 38.2405421556415, 32.2222787321304 38.240437478133, 32.2223542532778 38.2402239856662, 32.2224533890979 38.2402456594421, 32.2225574360912 38.24026826999, 32.2226625110562 38.2402912407663, 32.2227136780203 38.240302410836, 32.222766558181 38.2403139412078))"
241,KONYA,KARATAY,İSMİL,127947,0,9130,140743563,3111.08,3111.08,3111.08,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1015,3157746.2,3157746.2,"POLYGON ((33.0520452905612 37.7128216116423, 33.0519620381571 37.7126462308284, 33.0519498853967 37.7126206488286, 33.0519234207734 37.7125632691302, 33.0519134252219 37.7125411098369, 33.0518224440831 37.7123405954482, 33.0517924596911 37.7122770907137, 33.0519708582643 37.7121207854326, 33.0525702055739 37.7126722792459, 33.0525562574748 37.712728927952, 33.0519719217414 37.7129659110198, 33.0519042350363 37.7129549718164, 33.0518520960294 37.7129045851443, 33.0520452905612 37.7128216116423))"
242,KONYA,KARATAY,İSMİL,127947,0,9131,140746178,4053.54,4053.54,4053.54,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.",980,3972469.2,3972469.2,"POLYGON ((33.0331619022202 37.711666295148, 33.0333087005444 37.7115020468751, 33.0334478558994 37.7112546932031, 33.0335293844387 37.7110516062861, 33.0341174289051 37.711320391205, 33.0341301421582 37.7113690600041, 33.0336796578644 37.7118502567879, 33.0335934001204 37.7118644078241, 33.0331619022202 37.711666295148))"
243,KONYA,KARATAY,İSMİL,127947,321,2,140748999,2575.04,2575.04,2575.04,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,20 KAKS:0,40
18.madde uygulamasına tabidir.",1015,2613665.6,2613665.6,"POLYGON ((33.0523399409873 37.723697656754, 33.0518969066673 37.723615901431, 33.0518622585563 37.72375746088, 33.0517457551663 37.724233446877, 33.0516088683325 37.7241284433035, 33.0515783090753 37.7241042962467, 33.0515439909433 37.7234260710801, 33.0523784253761 37.7235660495903, 33.0523399409873 37.723697656754))"
244,KONYA,KARATAY,İSMİL,127947,421,36,140748163,2506.6,2506.6,2506.6,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1155,2895123,,"POLYGON ((33.0524184907455 37.7180825012576, 33.0524283233453 37.718023669741, 33.0523923788613 37.7180166806621, 33.0523864571103 37.717986866603, 33.0522376554843 37.7177140794761, 33.0520956029293 37.7174452449681, 33.0521000397753 37.7174247459891, 33.0521023135172 37.7174196499066, 33.0527236749204 37.7175240120172, 33.0527416239857 37.7175451823821, 33.0526177146265 37.7180954807279, 33.052582189608 37.7181139058218, 33.0524184907455 37.7180825012576))"
245,KONYA,KARATAY,İSMİL,127947,421,37,140747588,5799.69,5799.69,5799.69,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1155,6698641.95,,"POLYGON ((33.0526179067413 37.7190069787481, 33.0525980895023 37.7189287152821, 33.0525783388066 37.7188507142748, 33.0526999155617 37.7182595196209, 33.0527367885706 37.7182402773003, 33.053529226589 37.7183985904433, 33.0535545475381 37.7184325291138, 33.0534035220913 37.7188938418681, 33.0529982485273 37.7188102016181, 33.0529023286663 37.7191625912051, 33.0528880894423 37.719214902853, 33.0528848767623 37.7192995959821, 33.0526359257575 37.7192315332613, 33.0526179067413 37.7190069787481))"
246,KONYA,KARATAY,İSMİL,127947,422,3,140748124,13076.96,13076.96,13076.96,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.",1015,13273114.4,,"POLYGON ((33.0523187074153 37.7168150133551, 33.0522571020536 37.7165516422095, 33.0529384617239 37.7164737523442, 33.0534772794111 37.7164130986722, 33.0535335532694 37.7164453900016, 33.0537248458456 37.7172857290523, 33.0537974759172 37.7175983527938, 33.053747961422 37.7176349803625, 33.0529325374749 37.717467017481, 33.0526027800201 37.7174116326345, 33.0524524577916 37.7173863857871, 33.0524507816333 37.7173792274431, 33.0524407922273 37.7173365658081, 33.0523871612193 37.7171074900011, 33.0523187074153 37.7168150133551))"
247,KONYA,KARATAY,İSMİL,127947,424,3,140745794,7993.12,7993.12,7993.12,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1155,9232053.6,,"POLYGON ((33.053477023726 37.7162498353269, 33.0534333776722 37.7163088615862, 33.0529193688729 37.7163667225118, 33.0524333231421 37.716422284653, 33.052236211788 37.716444817354, 33.0522355374323 37.7164409706041, 33.0520516316153 37.7159709524341, 33.0519664876863 37.7157531143801, 33.0519578300064 37.7157342666839, 33.052181663081 37.7157492282334, 33.0522193433138 37.715746750325, 33.0526178604801 37.7157205432353, 33.0530205146077 37.7156940640934, 33.0530894314829 37.7157202293345, 33.053401908413 37.7160857766729, 33.0534797213053 37.7162461871616, 33.053477023726 37.7162498353269))"
248,KONYA,KARATAY,İSMİL,127947,458,3,140748148,5357.9,5357.9,5357.9,KONUT ALANI,"Serbest Nizam, 2 kat TAKS:0,30 KAKS:0,60
18.madde uygulamasına tabidir.
Taşınmaz üzerinde yapı/yapılar bulunmaktadır.",1155,6188374.5,,"POLYGON ((33.052940366834 37.7156270223886, 33.0521817238101 37.7156769116841, 33.0520321120419 37.7156669112185, 33.0519212640202 37.7156595021838, 33.0519192422693 37.7156502614691, 33.0518614407993 37.7153860702221, 33.0518385720843 37.7153054305762, 33.0518206568093 37.7152629846, 33.0518142723563 37.7152642307491, 33.0517655667623 37.7151758756931, 33.0517458142433 37.7151334575401, 33.0517350054263 37.7151330388261, 33.0516859544923 37.7151350514901, 33.0514992332538 37.7151428738193, 33.0515002064033 37.7151380014711, 33.0515106484683 37.7150542658742, 33.0515047928183 37.7149674326421, 33.0515020520653 37.7148880985711, 33.0515843093273 37.7148831901211, 33.0515816623535 37.7148441969086, 33.0516367584893 37.7148408561731, 33.0516943384663 37.7149754764661, 33.0517296030173 37.7150622967881, 33.0517365654263 37.7150794380151, 33.0520666255543 37.715057641087, 33.0520346997903 37.7148169775461, 33.0522772811744 37.7148024567717, 33.0523214880185 37.7148194327691, 33.0525099096607 37.7150403868404, 33.0520942793894 37.7150878713295, 33.0520954005758 37.7153940178529, 33.0527238732287 37.7152915699777, 33.0529690301666 37.7155793781315, 33.052940366834 37.7156270223886))"
